Nomor,Kabupaten,Latitude,Longitude,Status,Dimensi,File
KOTA JAMBI-JAMBI TIMUR-TANJUNG PINANG-006,KOTA JAMBI,-1.59048,103.63073,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-JAMBI TIMUR-TANJUNG PINANG-006.jpg
KOTA JAMBI-JAMBI TIMUR-TANJUNG PINANG-007,KOTA JAMBI,-1.5903,103.63074,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-JAMBI TIMUR-TANJUNG PINANG-007.jpg
KOTA JAMBI-JAMBI TIMUR-TANJUNG SARI-001,KOTA JAMBI,-1.59007,103.63952,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-JAMBI TIMUR-TANJUNG SARI-001.jpg
KOTA JAMBI-JAMBI TIMUR-TANJUNG SARI-002,KOTA JAMBI,-1.58858,103.64143,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-JAMBI TIMUR-TANJUNG SARI-002.jpg
KOTA JAMBI-JAMBI TIMUR-TANJUNG SARI-003,KOTA JAMBI,-1.5891,103.64206,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-JAMBI TIMUR-TANJUNG SARI-003.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-001,KOTA JAMBI,-1.64703,103.60591,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-001.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-009,KOTA JAMBI,-1.65233,103.59918,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-009.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-010,KOTA JAMBI,-1.65285,103.59082,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-010.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-011,KOTA JAMBI,-1.65084,103.59046,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM ATAS-011.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-003,KOTA JAMBI,-1.66423,103.60569,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-003.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-004,KOTA JAMBI,-1.66433,103.60616,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-004.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-005,KOTA JAMBI,-1.66564,103.60616,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-005.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-006,KOTA JAMBI,-1.6653,103.60761,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-006.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-007,KOTA JAMBI,-1.66479,103.60668,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-007.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-008,KOTA JAMBI,-1.66493,103.60732,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM BAWAH-008.jpg
KOTA JAMBI-KOTA BARU-KENALI ASAM-002,KOTA JAMBI,-1.64779,103.59406,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI ASAM-002.jpg
KOTA JAMBI-KOTA BARU-KENALI BESAR-001,KOTA JAMBI,-1.62605,103.54989,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI BESAR-001.jpg
KOTA JAMBI-KOTA BARU-KENALI BESAR-002,KOTA JAMBI,-1.62746,103.55002,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI BESAR-002.jpg
KOTA JAMBI-KOTA BARU-KENALI BESAR-003,KOTA JAMBI,-1.61812,103.55457,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI BESAR-003.jpg
KOTA JAMBI-KOTA BARU-KENALI BESAR-004,KOTA JAMBI,-1.61749,103.55678,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI BESAR-004.jpg
KOTA JAMBI-KOTA BARU-KENALI BESAR-005,KOTA JAMBI,-1.61772,103.5551,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-KENALI BESAR-005.jpg
KOTA JAMBI-KOTA BARU-RAWA SARI-011,KOTA JAMBI,-1.62021,103.56784,THUMBNAIL,240x332,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-RAWA SARI-011.png
KOTA JAMBI-KOTA BARU-RAWA SARI-012,KOTA JAMBI,-1.6202,103.56772,THUMBNAIL,240x332,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-KOTA BARU-RAWA SARI-012.png
KOTA JAMBI-PAAL MERAH-EKA JAYA-001,KOTA JAMBI,-1.61346,103.67615,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-001.jpg
KOTA JAMBI-PAAL MERAH-EKA JAYA-002,KOTA JAMBI,-1.61447,103.67606,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-002.jpg
KOTA JAMBI-PAAL MERAH-EKA JAYA-003,KOTA JAMBI,-1.61712,103.65962,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-003.jpg
KOTA JAMBI-PAAL MERAH-EKA JAYA-004,KOTA JAMBI,-1.61684,103.66021,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-004.jpg
KOTA JAMBI-PAAL MERAH-EKA JAYA-005,KOTA JAMBI,-1.61445,103.65877,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-005.jpg
KOTA JAMBI-PAAL MERAH-EKA JAYA-006,KOTA JAMBI,-1.61517,103.65838,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-006.jpg
KOTA JAMBI-PAAL MERAH-EKA JAYA-007,KOTA JAMBI,-1.60729,103.66371,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-PAAL MERAH-EKA JAYA-007.jpg
KOTA JAMBI-TELANAIPURA-TELANAIPURA-001,KOTA JAMBI,-1.60632,103.57719,THUMBNAIL,240x332,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-TELANAIPURA-TELANAIPURA-001.png
KOTA JAMBI-TELANAIPURA-TELANAIPURA-002,KOTA JAMBI,-1.60533,103.57677,THUMBNAIL,240x332,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-TELANAIPURA-TELANAIPURA-002.png
KOTA JAMBI-TELANAIPURA-TELANAIPURA-003,KOTA JAMBI,-1.60463,103.57683,THUMBNAIL,240x330,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-TELANAIPURA-TELANAIPURA-003.png
KOTA JAMBI-TELANAIPURA-TELANAIPURA-004,KOTA JAMBI,-1.60474,103.57667,THUMBNAIL,240x332,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-TELANAIPURA-TELANAIPURA-004.png
KOTA JAMBI-TELANAIPURA-TELANAIPURA-005,KOTA JAMBI,-1.60553,103.57637,THUMBNAIL,240x332,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-TELANAIPURA-TELANAIPURA-005.png
KOTA JAMBI-TELANAIPURA-TELANAIPURA-006,KOTA JAMBI,-1.60599,103.57692,THUMBNAIL,240x330,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_KOTA JAMBI-TELANAIPURA-TELANAIPURA-006.png
MERANGIN-PAMENANG BARAT-LIMBUR-001,MERANGIN,-2.04675,102.42463,THUMBNAIL,210x161,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG BARAT-LIMBUR-001.jpg
MERANGIN-PAMENANG BARAT-LIMBUR-002,MERANGIN,-2.0441,102.4238,THUMBNAIL,210x162,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG BARAT-LIMBUR-002.jpg
MERANGIN-PAMENANG BARAT-PAPIT-001,MERANGIN,-2.06018,102.45788,THUMBNAIL,210x164,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG BARAT-PAPIT-001.jpg
MERANGIN-PAMENANG BARAT-PAPIT-002,MERANGIN,-2.07181,102.45693,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG BARAT-PAPIT-002.jpg
MERANGIN-PAMENANG BARAT-TANJUNG GEDANG-001,MERANGIN,-2.13027,102.58431,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG BARAT-TANJUNG GEDANG-001.jpg
MERANGIN-PAMENANG BARAT-TANJUNG GEDANG-002,MERANGIN,-2.13123,102.58332,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG BARAT-TANJUNG GEDANG-002.jpg
MERANGIN-PAMENANG-KEROYA-001,MERANGIN,-2.12291,102.55871,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-KEROYA-001.jpg
MERANGIN-PAMENANG-KEROYA-002,MERANGIN,-2.12363,102.55954,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-KEROYA-002.jpg
MERANGIN-PAMENANG-KEROYA-003,MERANGIN,-2.12338,102.56009,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-KEROYA-003.jpg
MERANGIN-PAMENANG-KEROYA-004,MERANGIN,-2.12475,102.56003,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-KEROYA-004.jpg
MERANGIN-PAMENANG-KEROYA-005,MERANGIN,-2.12642,102.56029,THUMBNAIL,210x166,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-KEROYA-005.jpg
MERANGIN-PAMENANG-PAMENANG-001,MERANGIN,-2.11473,102.5171,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-PAMENANG-001.jpg
MERANGIN-PAMENANG-PAMENANG-002,MERANGIN,-2.11797,102.51773,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-PAMENANG-002.jpg
MERANGIN-PAMENANG-PAMENANG-003,MERANGIN,-2.11819,102.51771,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-PAMENANG-003.jpg
MERANGIN-PAMENANG-PAMENANG-004,MERANGIN,-2.11837,102.51798,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MERANGIN-PAMENANG-PAMENANG-004.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-001,MUARO BUNGO,-1.401249,101.953327,THUMBNAIL,587x268,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-001.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-002,MUARO BUNGO,-1.400867,101.953416,THUMBNAIL,592x267,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-002.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-003,MUARO BUNGO,-1.400872,101.95341,THUMBNAIL,585x279,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-003.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-004,MUARO BUNGO,-1.39937,101.9358,THUMBNAIL,243x125,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-004.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-005,MUARO BUNGO,-1.39936,101.93525,THUMBNAIL,518x233,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-005.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-006,MUARO BUNGO,-1.39954,101.94049,THUMBNAIL,507x317,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-006.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-007,MUARO BUNGO,-1.38905,101.94316,THUMBNAIL,530x295,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-007.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-008,MUARO BUNGO,-1.39106,101.94309,THUMBNAIL,526x289,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-008.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-009,MUARO BUNGO,-1.39525,101.94226,THUMBNAIL,509x291,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-009.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-010,MUARO BUNGO,-1.39864,101.9438,THUMBNAIL,514x206,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-010.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-011,MUARO BUNGO,-1.39746,101.94368,THUMBNAIL,481x299,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-011.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-012,MUARO BUNGO,-1.39853,101.9441,THUMBNAIL,502x377,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-012.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-013,MUARO BUNGO,-1.40239,101.94492,THUMBNAIL,490x359,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-013.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-014,MUARO BUNGO,-1.40246,101.94585,THUMBNAIL,469x324,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-014.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-015,MUARO BUNGO,-1.4006,101.94615,THUMBNAIL,466x338,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-015.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-016,MUARO BUNGO,-1.39994,101.94306,THUMBNAIL,468x363,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-016.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-017,MUARO BUNGO,-1.39985,101.94128,THUMBNAIL,294x392,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-017.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-018,MUARO BUNGO,-1.3984,101.93976,THUMBNAIL,308x410,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-018.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-019,MUARO BUNGO,-1.399422,101.94668,THUMBNAIL,300x400,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-019.jpg
MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-020,MUARO BUNGO,-1.40192,101.94794,THUMBNAIL,294x393,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-LUBUK LANDAI-020.jpg
MUARO BUNGO-SEPENGGAL LINTAS-TANAH BEKALI-001,MUARO BUNGO,-1.42075,101.95614,THUMBNAIL,282x376,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-TANAH BEKALI-001.jpg
MUARO BUNGO-SEPENGGAL LINTAS-TANAH BEKALI-002,MUARO BUNGO,-1.42008,101.95798,THUMBNAIL,288x383,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-TANAH BEKALI-002.jpg
MUARO BUNGO-SEPENGGAL LINTAS-TANAH BEKALI-003,MUARO BUNGO,-1.4193,101.95969,THUMBNAIL,316x422,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO BUNGO-SEPENGGAL LINTAS-TANAH BEKALI-003.jpg
MUARO JAMBI-JALUKO-PEMATANG GAJAH-001,MUARO JAMBI,-1.647053,103.51561,THUMBNAIL,312x237,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_MUARO JAMBI-JALUKO-PEMATANG GAJAH-001.jpg
Muaro Jambi-Mestong-Desa Suka Damai-001,MUARO JAMBI,-1.86493,103.56219,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Mestong-Desa Suka Damai-001.jpg
Muaro Jambi-Mestong-Desa Suka Damai-002,MUARO JAMBI,-1.86422,103.56704,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Mestong-Desa Suka Damai-002.jpg
Muaro Jambi-Mestong-Desa Suka Damai-003,MUARO JAMBI,-1.87228,103.57552,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Mestong-Desa Suka Damai-003.jpg
Muaro Jambi-Mestong-Desa Suka Damai-004,MUARO JAMBI,-1.87177,103.55838,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Mestong-Desa Suka Damai-004.jpg
Muaro Jambi-Mestong-Desa Suka Damai-005,MUARO JAMBI,-1.88232,103.54512,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Mestong-Desa Suka Damai-005.jpg
Muaro Jambi-Sungai Bahar-Unit 2-001,MUARO JAMBI,-1.95492,103.44312,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 2-001.jpg
Muaro Jambi-Sungai Bahar-Unit 2-002,MUARO JAMBI,-1.95585,103.44392,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 2-002.jpg
Muaro Jambi-Sungai Bahar-Unit 2-003,MUARO JAMBI,-1.96136,103.44511,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 2-003.jpg
Muaro Jambi-Sungai Bahar-Unit 2-004,MUARO JAMBI,-1.95477,103.4451,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 2-004.jpg
Muaro Jambi-Sungai Bahar-Unit 2-005,MUARO JAMBI,-1.95267,103.44203,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 2-005.jpg
Muaro Jambi-Sungai Bahar-Unit 5-001,MUARO JAMBI,-2.01034,103.41906,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 5-001.jpg
Muaro Jambi-Sungai Bahar-Unit 5-002,MUARO JAMBI,-2.01028,103.41333,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 5-002.jpg
Muaro Jambi-Sungai Bahar-Unit 5-003,MUARO JAMBI,-2.01063,103.42179,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 5-003.jpg
Muaro Jambi-Sungai Bahar-Unit 5-004,MUARO JAMBI,-2.00658,103.42234,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 5-004.jpg
Muaro Jambi-Sungai Bahar-Unit 5-005,MUARO JAMBI,-2.00874,103.42738,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_Muaro Jambi-Sungai Bahar-Unit 5-005.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-001,SAROLANGUN,-2.626932,102.234314,THUMBNAIL,317x242,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-001.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-002,SAROLANGUN,-2.627306,102.234529,THUMBNAIL,315x240,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-002.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-003,SAROLANGUN,-2.627546,102.234715,THUMBNAIL,316x238,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-003.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-004,SAROLANGUN,-2.62805,102.235267,THUMBNAIL,315x243,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-004.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-005,SAROLANGUN,-2.627897,102.23543,THUMBNAIL,315x244,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-005.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-006,SAROLANGUN,-2.627897,102.23543,THUMBNAIL,315x240,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-006.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-007,SAROLANGUN,-2.627876,102.235392,THUMBNAIL,312x242,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-007.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-008,SAROLANGUN,-2.62745,102.234994,THUMBNAIL,315x245,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-008.jpg
SAROLANGUN-BATANG ASAI-BATU EMPANG-009,SAROLANGUN,-2.62723,102.234956,THUMBNAIL,313x240,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-009.jpg
